Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-06 00:00:00-04:00,128.57686614102576,128.88178133551125,127.03259885460125,128.13424682617188,787100,0.0,0.0
2023-06-07 00:00:00-04:00,128.35064821811554,131.33097077962563,127.96704278966249,130.8883514404297,2151800,0.0,0.0
2023-06-08 00:00:00-04:00,131.32112907872616,134.21293086125047,131.0653971215938,133.0719451904297,2329000,0.0,0.0
2023-06-09 00:00:00-04:00,132.48176995507393,134.11455798166728,132.01947436912738,133.78012084960938,1291500,0.0,0.0
2023-06-12 00:00:00-04:00,133.45554096010622,134.33096396114865,132.18669690697348,133.3276824951172,1053200,0.0,0.0
2023-06-13 00:00:00-04:00,132.8752219995082,134.88178499925385,132.37358875388387,134.58670043945312,747700,0.0,0.0
2023-06-14 00:00:00-04:00,138.78667824956818,143.60633698039288,138.78667824956818,139.68174743652344,2942000,0.0,0.0
2023-06-15 00:00:00-04:00,139.59323341643835,140.2522470296913,138.30471314212116,140.24241638183594,1488000,0.0,0.0
2023-06-16 00:00:00-04:00,141.67848939005847,142.3768557005711,140.5866869947039,141.73751831054688,2813500,0.0,0.0
2023-06-20 00:00:00-04:00,140.9506195668254,142.20963294536324,139.87849356627143,141.30471801757812,1297700,0.0,0.0
2023-06-21 00:00:00-04:00,140.95061445853472,141.07847291623986,140.00634695454156,140.54733276367188,1127500,0.0,0.0
2023-06-22 00:00:00-04:00,140.84242988598572,142.3768515845848,140.3801342449175,142.2096405029297,921800,0.0,0.0
2023-06-23 00:00:00-04:00,141.60863493747055,142.88945079391112,140.40664013735022,141.86480712890625,1560600,0.24,0.0
2023-06-26 00:00:00-04:00,141.7465621165849,142.16036136982578,139.51007675027682,140.70220947265625,1110000,0.0,0.0
2023-06-27 00:00:00-04:00,140.71207966338733,142.73181100941895,140.18988827755047,142.67269897460938,855300,0.0,0.0
2023-06-28 00:00:00-04:00,142.35742236294996,143.5889731359348,141.6480479150244,141.87464904785156,1019800,0.0,0.0
2023-06-29 00:00:00-04:00,141.04704083782354,144.05202752399413,140.90910776207693,143.00765991210938,1169900,0.0,0.0
2023-06-30 00:00:00-04:00,144.07174121364233,145.32300109347662,143.3623667174827,143.4510498046875,1281900,0.0,0.0
2023-07-03 00:00:00-04:00,142.66282534208858,142.66282534208858,140.4066162109375,140.4066162109375,662500,0.0,0.0
2023-07-05 00:00:00-04:00,140.31797739252593,140.46577251630737,139.1948036062545,140.2588653564453,1181600,0.0,0.0
2023-07-06 00:00:00-04:00,139.59870946935936,139.7563515355318,138.0912929163258,139.11593627929688,885900,0.0,0.0
2023-07-07 00:00:00-04:00,138.52483345836632,139.2637639034851,137.77604098582245,138.78099060058594,1165500,0.0,0.0
2023-07-10 00:00:00-04:00,139.1652186109908,140.54454927759824,139.07655057533248,140.4066162109375,1421300,0.0,0.0
2023-07-11 00:00:00-04:00,139.96330756056267,141.1653025557203,139.44113113209374,141.0667724609375,819900,0.0,0.0
2023-07-12 00:00:00-04:00,141.77612171969946,141.77612171969946,139.7957934504565,140.54457092285156,969500,0.0,0.0
2023-07-13 00:00:00-04:00,140.48545813743945,141.17512357326416,139.77608367956864,140.99778747558594,966500,0.0,0.0
2023-07-14 00:00:00-04:00,141.1554328852518,142.00274045009905,140.04210613408824,140.26870727539062,1191200,0.0,0.0
2023-07-17 00:00:00-04:00,140.01253438145469,140.75146478983612,138.24896042155854,138.5839385986328,1297000,0.0,0.0
2023-07-18 00:00:00-04:00,138.05190714931385,139.16523383070458,137.2440176801114,138.78099060058594,1097900,0.0,0.0
2023-07-19 00:00:00-04:00,138.79084192799326,139.62830247204118,137.52973513163374,138.71202087402344,1013700,0.0,0.0
2023-07-20 00:00:00-04:00,138.05191905502548,140.97808507273712,137.61841075113045,140.62339782714844,1464900,0.0,0.0
2023-07-21 00:00:00-04:00,140.4361900061486,141.12587046036276,139.75638661310845,140.13076782226562,1123200,0.0,0.0
2023-07-24 00:00:00-04:00,140.34751440435733,140.97806775979265,138.37703328942476,138.79083251953125,1466800,0.0,0.0
2023-07-25 00:00:00-04:00,138.39675240862547,138.68246557636462,137.25386967051108,138.22926330566406,842700,0.0,0.0
2023-07-26 00:00:00-04:00,137.70709080512373,140.16033041897205,137.4016686069,139.72683715820312,996600,0.0,0.0
2023-07-27 00:00:00-04:00,140.33768384842259,140.43619889556143,137.78591411375842,137.79576110839844,1441600,0.0,0.0
2023-07-28 00:00:00-04:00,138.37703437677104,138.69231857375507,136.46566527489475,137.28341674804688,997100,0.0,0.0
2023-07-31 00:00:00-04:00,137.253890602843,137.253890602843,135.64794332132396,136.1110076904297,1619500,0.0,0.0
2023-08-01 00:00:00-04:00,129.14535593262963,132.0222570432743,128.28820131331827,130.3177947998047,3495100,0.0,0.0
2023-08-02 00:00:00-04:00,129.83501115838237,130.02220928654003,125.85463804557148,126.48519897460938,2264000,0.0,0.0
2023-08-03 00:00:00-04:00,125.76597416745409,125.76597416745409,123.73637325746247,123.93342590332031,2094400,0.0,0.0
2023-08-04 00:00:00-04:00,124.10090208563133,126.26843586351059,123.95311449583221,124.4555892944336,1560300,0.0,0.0
2023-08-07 00:00:00-04:00,124.89894576125639,125.39156605418312,123.55902547994168,123.77577209472656,1273300,0.0,0.0
2023-08-08 00:00:00-04:00,123.15507633366228,123.4013864863296,121.37179323372344,123.01714324951172,1787600,0.0,0.0
2023-08-09 00:00:00-04:00,123.31272672915846,125.53936524686911,123.12552859517427,123.36198425292969,1401700,0.0,0.0
2023-08-10 00:00:00-04:00,123.78563471701585,124.62308776651216,122.96788317314045,123.00729370117188,856500,0.0,0.0
2023-08-11 00:00:00-04:00,122.76098529569028,123.35212819104363,121.96294276280273,122.10087585449219,1778300,0.0,0.0
2023-08-14 00:00:00-04:00,122.16983016317629,122.90876058755035,121.7855869438449,121.88410949707031,838900,0.0,0.0
2023-08-15 00:00:00-04:00,121.35207778826756,122.11071722772594,120.45551278874912,120.711669921875,994800,0.0,0.0
2023-08-16 00:00:00-04:00,120.2683285857553,121.0072590900956,119.12545331443967,119.19441986083984,943800,0.0,0.0
2023-08-17 00:00:00-04:00,119.5589449133052,119.75599754273047,117.64758326701008,117.67713928222656,1007100,0.0,0.0
2023-08-18 00:00:00-04:00,117.33230679255712,117.82492712340192,116.4258871878322,117.42098236083984,1329600,0.0,0.0
2023-08-21 00:00:00-04:00,117.67714252156637,118.76090570447617,117.26333574677692,118.5737075805664,1248100,0.0,0.0
2023-08-22 00:00:00-04:00,115.66725163360138,116.36677157990412,113.05636245694582,114.0416030883789,3648900,0.0,0.0
2023-08-23 00:00:00-04:00,114.82980565417239,115.08596282199215,112.6918276398678,113.15489196777344,2755200,0.0,0.0
2023-08-24 00:00:00-04:00,113.19429253278237,113.62780080445327,112.30757448472339,112.63270568847656,1953000,0.0,0.0
2023-08-25 00:00:00-04:00,112.88887623991013,114.07116202114204,112.47507696815794,113.53913116455078,1456700,0.0,0.0
2023-08-28 00:00:00-04:00,117.24363883888313,117.5392140443525,114.32732737986349,115.79533386230469,2658500,0.0,0.0
2023-08-29 00:00:00-04:00,116.18942951665102,117.65743597238247,115.41108850541364,117.47024536132812,2213800,0.0,0.0
2023-08-30 00:00:00-04:00,117.53921094433193,119.09588543728383,116.97762408218338,118.46533203125,2018000,0.0,0.0
2023-08-31 00:00:00-04:00,118.84957779255252,119.30278759292815,117.36186981201172,117.36186981201172,2746000,0.0,0.0
2023-09-01 00:00:00-04:00,117.84463857714246,118.03183671209804,116.36677755412015,117.68699645996094,1463300,0.0,0.0
2023-09-05 00:00:00-04:00,117.7953608887749,118.26827967275284,116.06134288669692,116.0711898803711,1645000,0.0,0.0
2023-09-06 00:00:00-04:00,116.03178595140515,121.83486019073946,115.76577428808798,120.85946655273438,3625200,0.0,0.0
2023-09-07 00:00:00-04:00,121.94323289166104,121.94323289166104,118.25843493669953,118.73135375976562,1816400,0.0,0.0
2023-09-08 00:00:00-04:00,118.59341940497697,119.77570517485596,118.05153404232183,118.8692855834961,1104500,0.0,0.0
2023-09-11 00:00:00-04:00,119.43086357349625,121.5294232899058,119.2436654590786,120.63285827636719,1285900,0.0,0.0
2023-09-12 00:00:00-04:00,120.6131654301242,121.1649053369272,119.5195476450699,119.63777923583984,957100,0.0,0.0
2023-09-13 00:00:00-04:00,119.48997912330384,120.03186446164302,118.72149265568774,118.84957122802734,1160900,0.0,0.0
2023-09-14 00:00:00-04:00,119.13529348935188,120.20920966958239,118.64267318132434,119.82496643066406,996600,0.0,0.0
2023-09-15 00:00:00-04:00,119.59835993412702,121.25356449956168,119.04662758457864,119.51953887939453,2547100,0.0,0.0
2023-09-18 00:00:00-04:00,119.51953790031334,121.19445147410529,119.43086985205777,120.22891235351562,1580900,0.0,0.0
2023-09-19 00:00:00-04:00,120.19935248329544,120.54418518788148,118.9973577557762,119.81510925292969,970200,0.0,0.0
2023-09-20 00:00:00-04:00,120.54419361230751,120.63286918070642,118.38652167179721,118.5343017578125,1055900,0.0,0.0
2023-09-21 00:00:00-04:00,118.11064273683051,118.13035175861877,116.03178442874339,116.06134796142578,1489200,0.0,0.0
2023-09-22 00:00:00-04:00,115.53916547186313,115.90370721132018,114.65245491753377,115.1253662109375,1267300,0.0,0.0
2023-09-25 00:00:00-04:00,115.05640171750915,115.88400777089606,114.79039004982847,115.61798858642578,886700,0.0,0.0
2023-09-26 00:00:00-04:00,115.04654809092672,115.38153382268918,110.76075274078917,110.80016326904297,3610500,0.0,0.0
2023-09-27 00:00:00-04:00,110.95779990095362,111.13514351094044,106.91830739756365,109.12525177001953,3121500,0.0,0.0
2023-09-28 00:00:00-04:00,109.59919736000967,112.89704346647979,109.55970124978028,111.040771484375,1939000,0.24,0.0
2023-09-29 00:00:00-04:00,111.73194224896663,112.7094464957108,110.35947689945046,110.80380249023438,1986900,0.0,0.0
2023-10-02 00:00:00-04:00,109.94477681913139,110.51745910690722,109.45108675031346,110.0138931274414,1445400,0.0,0.0
2023-10-03 00:00:00-04:00,109.26348567378065,109.88553242595263,107.2590977394462,108.92777252197266,1850400,0.0,0.0
2023-10-04 00:00:00-04:00,109.18450047139459,109.58932242189172,106.73579434722691,108.30573272705078,1597600,0.0,0.0
2023-10-05 00:00:00-04:00,108.65131350461976,108.95739894304403,106.83453009644157,107.920654296875,1048200,0.0,0.0
2023-10-06 00:00:00-04:00,107.37759305508435,110.29036153160932,106.83453095052614,109.51033782958984,1570500,0.0,0.0
2023-10-09 00:00:00-04:00,108.8784007104203,109.73742411248077,108.41433838953834,109.29310607910156,865900,0.0,0.0
2023-10-10 00:00:00-04:00,109.26348718008806,111.52458101509157,108.82903751873981,110.77417755126953,999400,0.0,0.0
2023-10-11 00:00:00-04:00,109.61893594103772,109.61893594103772,102.84551535129334,104.02049255371094,3841300,0.0,0.0
2023-10-12 00:00:00-04:00,104.0204978933945,104.7215368999479,100.76214789954544,101.42369079589844,2906600,0.0,0.0
2023-10-13 00:00:00-04:00,101.03860935058712,103.4478117176049,100.7127721034818,102.98374938964844,1556600,0.0,0.0
2023-10-16 00:00:00-04:00,103.75390913996567,104.09949068974021,102.37157540775475,103.72428894042969,1284400,0.0,0.0
2023-10-17 00:00:00-04:00,103.05286500832321,106.65679639087676,102.7763922491301,105.24484252929688,1455000,0.0,0.0
2023-10-18 00:00:00-04:00,105.2448529789372,106.73579920546375,104.25747276883465,104.84990692138672,1397500,0.0,0.0
2023-10-19 00:00:00-04:00,104.60305672058901,105.93601843200015,103.3984517182531,103.48731231689453,1412200,0.0,0.0
2023-10-20 00:00:00-04:00,102.7467807882158,104.28709901653845,102.3913233149962,103.24047088623047,1294000,0.0,0.0
2023-10-23 00:00:00-04:00,103.2108466804253,104.97825806670483,103.2108466804253,103.83290100097656,1698200,0.0,0.0
2023-10-24 00:00:00-04:00,103.62554204384735,104.19822432948006,102.85538674467149,103.51692962646484,1542000,0.0,0.0
2023-10-25 00:00:00-04:00,103.37869756334696,103.42806958355312,101.91737917584078,102.33207702636719,1698500,0.0,0.0
2023-10-26 00:00:00-04:00,102.21358768789457,103.06273520188553,101.68040904712123,101.81864166259766,1197700,0.0,0.0
2023-10-27 00:00:00-04:00,102.6875395184735,103.48731505989622,101.41381817239579,101.88776397705078,1534500,0.0,0.0
