Date,Close
2023-06-06 00:00:00-04:00,208.70720457030336
2023-06-07 00:00:00-04:00,208.7894346891551
2023-06-08 00:00:00-04:00,209.5024096562425
2023-06-09 00:00:00-04:00,210.36550037770235
2023-06-12 00:00:00-04:00,210.1315020343074
2023-06-13 00:00:00-04:00,212.60684675372374
2023-06-14 00:00:00-04:00,213.31080268955645
2023-06-15 00:00:00-04:00,218.78493960715304
2023-06-16 00:00:00-04:00,216.31941217597654
2023-06-20 00:00:00-04:00,213.27089568010038
2023-06-21 00:00:00-04:00,212.24339584500632
2023-06-22 00:00:00-04:00,209.71710171971966
2023-06-23 00:00:00-04:00,208.86800975503357
2023-06-26 00:00:00-04:00,209.25384525647786
2023-06-27 00:00:00-04:00,211.77987736811724
2023-06-28 00:00:00-04:00,211.99417076885788
2023-06-29 00:00:00-04:00,213.6234606192891
2023-06-30 00:00:00-04:00,214.50836917194633
2023-07-03 00:00:00-04:00,215.87527554334355
2023-07-05 00:00:00-04:00,214.64546850587675
2023-07-06 00:00:00-04:00,211.15914727508004
2023-07-07 00:00:00-04:00,212.55189765694254
2023-07-10 00:00:00-04:00,215.58929174784794
2023-07-11 00:00:00-04:00,220.40634794520147
2023-07-12 00:00:00-04:00,224.12750702980614
2023-07-13 00:00:00-04:00,229.12982374901574
2023-07-14 00:00:00-04:00,225.8717227803048
2023-07-17 00:00:00-04:00,226.3019065418788
2023-07-18 00:00:00-04:00,230.41191348240284
2023-07-19 00:00:00-04:00,232.64627511103836
2023-07-20 00:00:00-04:00,233.44528853077014
2023-07-21 00:00:00-04:00,232.46595133304277
2023-07-24 00:00:00-04:00,233.88477490378207
2023-07-25 00:00:00-04:00,231.41416114434148
2023-07-26 00:00:00-04:00,230.98629456383347
2023-07-27 00:00:00-04:00,226.92124184744787
2023-07-28 00:00:00-04:00,229.7520671151087
2023-07-31 00:00:00-04:00,229.8994708417581
2023-08-01 00:00:00-04:00,228.85664025922028
2023-08-02 00:00:00-04:00,224.74379817001554
2023-08-03 00:00:00-04:00,224.03760677614187
2023-08-04 00:00:00-04:00,223.77102909960098
2023-08-07 00:00:00-04:00,225.25001608781685
2023-08-08 00:00:00-04:00,221.160035547733
2023-08-09 00:00:00-04:00,218.9175949646492
2023-08-10 00:00:00-04:00,220.15806829189484
2023-08-11 00:00:00-04:00,219.48061607040717
2023-08-14 00:00:00-04:00,218.67182290057337
2023-08-15 00:00:00-04:00,213.26575277003965
2023-08-16 00:00:00-04:00,212.52863653195294
2023-08-17 00:00:00-04:00,212.56462750402565
2023-08-18 00:00:00-04:00,212.65952541178189
2023-08-21 00:00:00-04:00,212.9154487132514
2023-08-22 00:00:00-04:00,210.98123090717124
2023-08-23 00:00:00-04:00,214.8877783157069
2023-08-24 00:00:00-04:00,213.3647895694391
2023-08-25 00:00:00-04:00,214.21701305933553
2023-08-28 00:00:00-04:00,215.6160704065875
2023-08-29 00:00:00-04:00,219.53149484431785
2023-08-30 00:00:00-04:00,220.6810798495048
2023-08-31 00:00:00-04:00,222.26035642176728
2023-09-01 00:00:00-04:00,223.27462420038617
2023-09-05 00:00:00-04:00,221.99734570688227
2023-09-06 00:00:00-04:00,221.23542526684997
2023-09-07 00:00:00-04:00,221.92331806628454
2023-09-08 00:00:00-04:00,223.20352761698354
2023-09-11 00:00:00-04:00,224.62867431022764
2023-09-12 00:00:00-04:00,225.11050575736604
2023-09-13 00:00:00-04:00,224.89702232342358
2023-09-14 00:00:00-04:00,227.53128615419388
2023-09-15 00:00:00-04:00,225.70548518251135
2023-09-18 00:00:00-04:00,225.24371051954557
2023-09-19 00:00:00-04:00,223.9064700201023
2023-09-20 00:00:00-04:00,222.34167027522585
2023-09-21 00:00:00-04:00,217.38612426785193
2023-09-22 00:00:00-04:00,215.39026064387264
2023-09-25 00:00:00-04:00,215.2115132665613
2023-09-26 00:00:00-04:00,210.6927676551127
2023-09-27 00:00:00-04:00,210.1109663633229
2023-09-28 00:00:00-04:00,211.45562753977507
2023-09-29 00:00:00-04:00,211.16813437740245
2023-10-02 00:00:00-04:00,209.94652617503093
2023-10-03 00:00:00-04:00,203.90020727312663
2023-10-04 00:00:00-04:00,206.79280105731357
2023-10-05 00:00:00-04:00,208.05508128559399
2023-10-06 00:00:00-04:00,210.75960153329225
2023-10-09 00:00:00-04:00,209.50562721483237
2023-10-10 00:00:00-04:00,209.68275359157758
2023-10-11 00:00:00-04:00,210.3918087520652
2023-10-12 00:00:00-04:00,207.59145494454307
2023-10-13 00:00:00-04:00,205.2995497804938
2023-10-16 00:00:00-04:00,207.59948070681665
2023-10-17 00:00:00-04:00,208.57730176056623
2023-10-18 00:00:00-04:00,202.41547099281823
2023-10-19 00:00:00-04:00,200.36541159120392
2023-10-20 00:00:00-04:00,198.1371326617042
2023-10-23 00:00:00-04:00,197.70835133295685
2023-10-24 00:00:00-04:00,198.23631951833426
2023-10-25 00:00:00-04:00,195.71567161081276
2023-10-26 00:00:00-04:00,196.12565089338997
2023-10-27 00:00:00-04:00,193.02291502757774
2023-10-30 00:00:00-04:00,196.2079823693044
2023-10-31 00:00:00-04:00,197.04393632069318
2023-11-01 00:00:00-04:00,199.58877402176128
2023-11-02 00:00:00-04:00,207.87760028715837
2023-11-03 00:00:00-04:00,212.36179923389582
2023-11-06 00:00:00-05:00,210.0457081017447
2023-11-07 00:00:00-05:00,209.68769348062347
2023-11-08 00:00:00-05:00,211.1263108394176
2023-11-09 00:00:00-05:00,209.8129980666895
2023-11-10 00:00:00-05:00,213.63323661091366
2023-11-13 00:00:00-05:00,212.69842390267132
2023-11-14 00:00:00-05:00,222.78328081498125
2023-11-15 00:00:00-05:00,225.63588306817624
2023-11-16 00:00:00-05:00,226.7102944845475
2023-11-17 00:00:00-05:00,227.9571199378827
2023-11-20 00:00:00-05:00,229.61518682637174
2023-11-21 00:00:00-05:00,230.00007887872815
2023-11-22 00:00:00-05:00,231.28552849003498
2023-11-24 00:00:00-05:00,232.27591947398548
2023-11-27 00:00:00-05:00,232.0312090713715
2023-11-28 00:00:00-05:00,233.36953892308478
2023-11-29 00:00:00-05:00,237.79164167423795
2023-11-30 00:00:00-05:00,239.49302959716587
2023-12-01 00:00:00-05:00,241.28490347864562
2023-12-04 00:00:00-05:00,241.18560555459848
2023-12-05 00:00:00-05:00,240.6281523893463
2023-12-06 00:00:00-05:00,238.1465385497669
2023-12-07 00:00:00-05:00,239.50706654647342
2023-12-08 00:00:00-05:00,239.81108210248465
2023-12-11 00:00:00-05:00,242.1616970118475
2023-12-12 00:00:00-05:00,244.2303574132925
2023-12-13 00:00:00-05:00,249.34745126004987
2023-12-14 00:00:00-05:00,259.97501317296593
2023-12-15 00:00:00-05:00,262.7128617666573
2023-12-18 00:00:00-05:00,257.13544296412715
2023-12-19 00:00:00-05:00,259.27632061536286
2023-12-20 00:00:00-05:00,254.61663483378493
2023-12-21 00:00:00-05:00,257.7132271834333
2023-12-22 00:00:00-05:00,258.7969047944117
2023-12-26 00:00:00-05:00,260.22754122481786
2023-12-27 00:00:00-05:00,262.2912626386678
2023-12-28 00:00:00-05:00,262.9287204437486
2023-12-29 00:00:00-05:00,261.4795959448913
2024-01-02 00:00:00-05:00,258.03414601747073
2024-01-03 00:00:00-05:00,253.07237069982
2024-01-04 00:00:00-05:00,253.77040183066725
2024-01-05 00:00:00-05:00,253.49286692300822
2024-01-08 00:00:00-05:00,257.0480199583879
2024-01-09 00:00:00-05:00,255.38820182671404
2024-01-10 00:00:00-05:00,255.44775524064087
2024-01-11 00:00:00-05:00,254.93562264846025
2024-01-12 00:00:00-05:00,256.36419016379
2024-01-16 00:00:00-05:00,254.0518038466766
2024-01-17 00:00:00-05:00,252.7158229492353
2024-01-18 00:00:00-05:00,254.606397751896
2024-01-19 00:00:00-05:00,258.5434919908133
2024-01-22 00:00:00-05:00,256.77660673623666
2024-01-23 00:00:00-05:00,255.72762409146586
2024-01-24 00:00:00-05:00,254.96070959993753
2024-01-25 00:00:00-05:00,257.39243412653826
2024-01-26 00:00:00-05:00,257.2080329877688
2024-01-29 00:00:00-05:00,258.59136702109936
2024-01-30 00:00:00-05:00,257.14849233953134
2024-01-31 00:00:00-05:00,253.98095010886667
2024-02-01 00:00:00-05:00,256.3971711799304
2024-02-02 00:00:00-05:00,258.1075540568762
2024-02-05 00:00:00-05:00,255.97471778477512
2024-02-06 00:00:00-05:00,258.3455488576613
2024-02-07 00:00:00-05:00,260.9740946358894
2024-02-08 00:00:00-05:00,261.7525456520015
2024-02-09 00:00:00-05:00,263.02710837391606
2024-02-12 00:00:00-05:00,264.7758028085208
2024-02-13 00:00:00-05:00,257.42426367092247
2024-02-14 00:00:00-05:00,260.20203498755683
2024-02-15 00:00:00-05:00,264.2816602432737
2024-02-16 00:00:00-05:00,262.66330086107274
2024-02-20 00:00:00-05:00,262.32174226338606
2024-02-21 00:00:00-05:00,263.8294367066631
2024-02-22 00:00:00-05:00,266.93640809843276
2024-02-23 00:00:00-05:00,266.84736984353134
2024-02-26 00:00:00-05:00,265.194920049228
2024-02-27 00:00:00-05:00,264.54528425490656
2024-02-28 00:00:00-05:00,266.5945847208882
2024-02-29 00:00:00-05:00,267.556593529825
2024-03-01 00:00:00-05:00,268.5627594014934
2024-03-04 00:00:00-05:00,272.59249738629785
2024-03-05 00:00:00-05:00,270.11934346740964
2024-03-06 00:00:00-05:00,271.6172621830109
2024-03-07 00:00:00-05:00,272.47575637809604
2024-03-08 00:00:00-05:00,273.52274794761837
2024-03-11 00:00:00-04:00,270.71781746673
2024-03-12 00:00:00-04:00,271.8281857622584
2024-03-13 00:00:00-04:00,271.73523591121267
2024-03-14 00:00:00-04:00,267.24446655441915
2024-03-15 00:00:00-04:00,266.40582285480457
2024-03-18 00:00:00-04:00,265.7083003119168
2024-03-19 00:00:00-04:00,266.7614820730242
2024-03-20 00:00:00-04:00,271.9775731959718
2024-03-21 00:00:00-04:00,279.2785684983173
2024-03-22 00:00:00-04:00,273.8923164896529
2024-03-25 00:00:00-04:00,272.4944474914762
2024-03-26 00:00:00-04:00,273.2075392878629
2024-03-27 00:00:00-04:00,277.4343374250846
2024-03-28 00:00:00-04:00,277.47934157379416
2024-04-01 00:00:00-04:00,275.4800234051329
2024-04-02 00:00:00-04:00,271.5312119248734
2024-04-03 00:00:00-04:00,271.9673084675865
2024-04-04 00:00:00-04:00,265.9463575062697
2024-04-05 00:00:00-04:00,268.6743453960923
2024-04-08 00:00:00-04:00,270.7230247109752
2024-04-09 00:00:00-04:00,270.48128751759975
2024-04-10 00:00:00-04:00,264.24694427405166
2024-04-11 00:00:00-04:00,264.7524221890903
2024-04-12 00:00:00-04:00,257.7500052472334
2024-04-15 00:00:00-04:00,256.4054198116311
2024-04-16 00:00:00-04:00,253.48702191840277
2024-04-17 00:00:00-04:00,254.48348373241544
2024-04-18 00:00:00-04:00,252.3054712994786
2024-04-19 00:00:00-04:00,252.7525295112895
